induction_path,gamma_path,LOC,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,induction_instrument,gamma_instrument,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Reference_datum_height_(mAGL),ground_elevation_(mAHD),vertical_datum,projected_crs,easting,northing,geographic_crs,STRT_induction,STRT_gamma,STOP_induction,STOP_gamma,STEP_induction,STEP_gamma,NULL_induction,NULL_gamma,COMP_induction,COMP_gamma,WELL_induction,WELL_gamma,DATE_induction,DATE_gamma,UWI_induction,UWI_gamma,X_induction,X_gamma,Y_induction,Y_gamma,LONGI_induction,LONGI_gamma,LATI_induction,LATI_gamma,GDAT_induction,GDAT_gamma,HZCS_induction,HZCS_gamma,LMF_induction,LMF_gamma,APD_induction,APD_gamma,EPD_induction,EPD_gamma,PDAT_induction,PDAT_gamma,STAT_induction,STAT_gamma,CTRY_induction,CTRY_gamma,SRVC_induction,SRVC_gamma,LOC_induction,LOC_gamma,FLD_induction,FLD_gamma
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017591\RN017591_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017591\RN017591_Gamma_down.LAS,West Davenport,RN017591,628359,5,top of casing,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017591,134.4854294,-20.87117535,411.93124,4326,628359,AUS,NT,381.73,10,m,Australian Height Datum,assumed,top of casing,ground level,875,mm,,GPS observation,134.4854294,-20.8711754,4326,WGS 84,5,0.875,381.73,mAHD,GDA94 / MGA zone 53,446474.9954,7692023.994,GDA94,4.9704,1.1952,42.4971,42.8826,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017594\RN017594_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017594\RN017594_Gamma_Down.LAS,West Davenport,RN017594,628357,5,top of casing,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017594,134.4682795,-21.02625189,408.36503,4326,628357,AUS,NT,378.8,10,m,Australian Height Datum,assumed,top of casing,ground level,0.44,m,,GPS observation,134.4682795,-21.0262519,4326,WGS 84,5,0.44,378.8,mAHD,GDA94 / MGA zone 53,444747.9949,7674854.999,GDA94,4.4965,1.1952,35.9128,36.0285,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN018402\RN018402_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN018402\RN018402_Gamma_Down.LAS,West Davenport,RN018402,628356,10,top of casing protector,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN018402,134.086077,-20.93661044,412.60386,4326,628356,AUS,NT,383.86,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.87,m,,GPS observation,134.086077,-20.9366105,4326,WGS 84,10,0.87,383.86,mAHD,GDA94 / MGA zone 53,404974.0014,7684596.993,GDA94,5.0218,1.1952,51.9151,52.1085,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019114\RN019114_Induction_Up_3.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019114\RN019114_Gamma_Down.LAS,West Davenport,RN019114,628360,10,top of casing protector,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN019114,133.451776,-21.44476567,468.78112,4326,628360,AUS,NT,442.38,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.52,m,,GPS observation,133.451776,-21.4447657,4326,WGS 84,10,0.52,442.38,mAHD,GDA94 / MGA zone 53,339562.0052,7627834.997,GDA94,4.9445,1.1952,72.0182,68.7111,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019115\RN019115_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019115\RN019115_Gamma_down.LAS,West Davenport,RN019115,628361,3,unknown,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN019115,133.5139535,-21.58208687,485.06267,4326,628361,AUS,NT,459.12,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,133.5139535,-21.5820869,4326,WGS 84,3,0,459.12,mAHD,GDA94 / MGA zone 53,346150.9974,7612694.996,GDA94,4.9804,1.1985,64.9789,65.8602,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019136\RN019136_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019136\RN019136_Gamma_Down.LAS,West Davenport,RN019136,628362,3,unknown,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN019136,133.4448523,-21.32213569,454.91374,4326,628362,AUS,NT,427.92,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,133.4448523,-21.3221357,4326,WGS 84,3,0,427.92,mAHD,GDA94 / MGA zone 53,338710.005,7641403.999,GDA94,5.1535,1.1952,70.981,71.5452,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019450_SSC18-38\RN019450_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019450_SSC18-38\RN019450_gamma_down.LAS,West Davenport,RN019450,636118,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019450,134.11146,-21.06237,431.92023,4326,636118,AUS,NT,403.32,0.05,m,Australian Height Datum,known,top of casing protector,ground level,1.05,m,SSC18-38,GPS observation,134.11146,-21.06237,4326,WGS 84,10,1.05,403.32,mAHD,GDA94 / MGA zone 53,407690.7457,7670692.429,GDA94,0.665,0.8808,85.005,85.5308,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019451_SSC18-35\RN019451_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019451_SSC18-35\RN019451_gamma_down.LAS,West Davenport,RN019451,636122,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019451,134.0938296,-20.969927,414.66225,4326,636122,AUS,NT,385.96,0.05,m,Australian Height Datum,known,top of casing protector,ground level,0.94,m,SSC18-35,GPS observation,134.0938296,-20.969927,4326,WGS 84,10,0.94,385.96,mAHD,GDA94 / MGA zone 53,405800.9936,7680914.015,GDA94,0.665,0.8308,153.065,152.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019452_SSC18-17a\RN019452_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019452_SSC18-17a\RN019452_gamma_down.LAS,West Davenport,RN019452,636119,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019452,133.987768,-20.880439,406.0202,4326,636119,AUS,NT,377.428,0.05,m,Australian Height Datum,known,top of casing,ground level,0.72,m,SSC18-17a,GPS observation,133.987768,-20.880439,4326,WGS 84,5,0.72,377.428,mAHD,GDA94 / MGA zone 53,394712.269,7690752.902,GDA94,0.665,0.8808,285.585,282.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019453_SSC18-39\RN019453_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019453_SSC18-39\RN019453_gamma_down.LAS,West Davenport,RN019453,636117,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019453,134.086974,-20.826932,392.48829,4326,636117,AUS,NT,363.468,0.05,m,Australian Height Datum,known,top of casing protector,ground level,935,mm,SSC18-39,GPS observation,134.086974,-20.826932,4326,WGS 84,10,0.935,363.468,mAHD,GDA94 / MGA zone 53,404998.316,7696736.934,GDA94,0.665,0.8817,55.485,55.4817,0,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019454_SSC18-16\RN019454_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019454_SSC18-16\RN019454_gamma_down.LAS,West Davenport,RN019454,636116,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019454,134.165921,-20.725158,378.74657,4326,636116,AUS,NT,349.156,0.05,m,Australian Height Datum,known,top of casing protector,ground level,1105,mm,SSC18-16,GPS observation,134.165921,-20.725158,4326,WGS 84,10,1.105,349.156,mAHD,GDA94 / MGA zone 53,413155.1537,7708045.682,GDA94,0.665,0.8808,90.005,89.9308,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019455_SSC18-23\RN019455_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019455_SSC18-23\RN019455_gamma_down.LAS,West Davenport,RN019455,636303,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019455,388424,7681844,,82466,636303,AUS,NT,406.255,0.05,m,Australian Height Datum,known,top of casing,ground level,765,mm,SSC18-23,GPS observation,133.9267477,-20.9605548,82466,MGA94 Zone 53,5,0.765,406.255,mAHD,GDA94 / MGA zone 53,388423.9952,7681844.004,GDA94,0.665,0.8808,82.985,82.9308,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019456_SSC18-60\RN019456_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019456_SSC18-60\RN019456_gamma_down.LAS,West Davenport,RN019456,636219,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019456,134.0092491,-20.9908302,397.54,4326,636219,AUS,NT,397.54,3,m,GPS ellipsoid,known,top of casing,ground level,825,mm,SSC18-60,GPS observation,134.0092491,-20.9908302,4326,WGS 84,5,0.825,369.067,mAHD,GDA94 / MGA zone 53,397022.3063,7678548.25,GDA94,0.665,0.8817,78.505,78.4317,0,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019457_SSC18-62\RN019457_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019457_SSC18-62\RN019457_gamma_down.LAS,West Davenport,RN019457,636220,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019457,134.0505936,-20.8856712,401.53693,4326,636220,AUS,NT,372.778,0.05,m,Australian Height Datum,known,top of casing,ground level,805,mm,SSC18-62,GPS observation,134.0505936,-20.8856712,4326,WGS 84,5,0.805,372.778,mAHD,GDA94 / MGA zone 53,401250.9849,7690213.666,GDA94,0.665,0.8808,71.985,71.9308,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019680_SSC18-54\RN019680_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019680_SSC18-54\RN019680_gamma_down.LAS,West Davenport,RN019680,641106,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019680,134.535764,-21.320953,425.82031,4283,641106,AUS,NT,396.757,0.05,m,Australian Height Datum,known,top of casing,ground level,0.69,m,SSC18-54,GPS observation,134.535764,-21.320953,4283,GDA94,5,0.69,396.757,mAHD,GDA94 / MGA zone 53,451856.0074,7642260.025,GDA94,0.665,0.8808,77.485,77.4308,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
